id,genre,track_name,artist_name,valence,energy
0DanGj9TtgZIjJnHdTbW9v,edm,Finale (feat. Nicholas Petricca),Madeon,0.172,0.863
3RWnOQTAOOvkoe02KIS9dP,edm,"Goin' In - Skrillex ""Goin' Hard"" Mix",Birdy Nam Nam,0.593,0.93
2G6d1OttEYLmDJ2KzpJxvm,edm,Never Mind,Infected Mushroom,0.402,0.831
5dKjrBLRbu2knbRC3K4OG5,edm,Across the Pond,Ianick,0.283,0.776
10uJ3ZdZEGuboHh9RVmr4j,edm,Underbelly,Kid Arkade,0.75,0.855
100EbPCjtuBNBcNxu7Wt6p,edm,The Spark,Afrojack,0.499,0.929
1CcS1yrulOFPXYk7NVKAm2,electro,Flashback,Calvin Harris,0.158,0.95
619bJQ9uDi8dnXzLebFI7y,electro,When Love Takes Over (feat. Kelly Rowland),David Guetta,0.496,0.863
06BoKUwRoskASDa4Aha5xM,electro,Baptism,Crystal Castles,0.144,0.819
3Gwq0zKnMWluOEPKh93BeC,electro,Lost At Sea,Zedd,0.305,0.796
1UPyhGntpIx9jGJ5UVtKVS,electro,Call Me A Spaceman - Radio Edit,Hardwell,0.35,0.877
6ElXX89QyYhYtrqdZasbTh,electro,Paris,David Guetta,0.158,0.935
48audnmbPfNEXf9NEeVEOW,electro,Revolution - Vocal Edit,R3HAB,0.0466,0.86
66WcaWVGRFmpx0euxmw9yM,electro,Flight,Various Artists,0.217,0.755
5W9OWL9fs1FnTVuVJpjOV4,electro,Decisions,Borgore,0.558,0.911
63wmAgmkYuzSL2Fg8GaGRy,electro,Make Some Noise,Chuckie,0.212,0.784
61S6wtjY80a6vHxP3JHSgE,electro,212,Azealia Banks,0.663,0.763
66e6O0B9GmSRNAnzB0Bm74,electro,Heartbeats,The Knife,0.447,0.751
2G6ZsgXKO6NtByBa2eBBpG,electro,Dechorro - Original Mix,Deorro,0.186,0.837
6rU0dLXyWbXqti69nrQP4H,electro,Paradise Circus,Massive Attack,0.534,0.811
5snyhxAh55A2wlNRH7VVZJ,electro,Another Love - Zwette Edit,Tom Odell,0.462,0.554
5RScucFoUuNzhLWwGWy05b,electro,Intense,Armin van Buuren,0.115,0.832
5Nn2Dj7OQsGL6pgQ9iIzPp,electro,Ghostwriter,RJD2,0.594,0.68
5S1yeuswEPofFOCkMFLNLc,electro,Like A G6,Far East Movement,0.715,0.869
6iBzUjscIAeQ2vKV67UuZM,electro,EDM Death Machine,Knife Party,0.301,0.95
7oaEjLP2dTJLJsITbAxTOz,electro,Touch (feat. Paul Williams),Daft Punk,0.12,0.412
1J5Z0AVsxRejfrtZGGAcWO,electro,Testarossa (SebastiAn Remix),Kavinsky,0.412,0.807
6FqH28raIkXVlcHDUvlEzA,electro,This Is Dirty - Original Mix,DVBBS,0.084,0.905
6HNGXmc7A14zeeWTj4gzz8,electro,Watercolour - Full Version; Single,Pendulum,0.197,0.925
0rOaRWuB9sml2q60FuB0I8,electro,So Easy,Röyksopp,0.458,0.807
0lEwO2YMAAMS9yA7mRm2Qj,electro,Skrillex Orchestral Suite by Varien - Bonus Track Version,Skrillex,0.0673,0.479
7FEsGgcZ8FirBt4wkBJG6s,electro,Hurt,Parov Stelar,0.628,0.656
1nO67wic65N413c11zKxM7,electro,Silhouettes - Original Radio Edit,Avicii,0.836,0.8
3UQ7GLdYhcWDCZSh1DPWoW,electro,Yvette,Marek Hemmann,0.264,0.527
63Ul5qgAxlXbtj97gKaAfn,electronic,"Finale - From ""TRON: Legacy""/Score",Daft Punk,0.0282,0.11
7lsFHOFeMyWiqaKrESLudT,electronic,Ready For The Floor,Hot Chip,0.937,0.759
7lP4SLXD1ZWp10huOfGozD,electronic,My Eyes,NERO,0.0332,0.955
0PCRR19Pf4iiuvSrPxtQ0x,electronic,Sunshine,David Guetta,0.219,0.8
028hSLkHArNGP0EUmIOfLB,electronic,In the Same Room,Julia Holter,0.108,0.327
5bgYTzUDzerRFN7fp86MkQ,electronic,Night by Night,Chromeo,0.573,0.896
6psC59ooTxage8npmtg74G,electronic,Do The Astral Plane,Flying Lotus,0.275,0.828
4SJSlhE4WHYxq0nfTZl99H,electronic,Wild Peace,Echo Lake,0.205,0.432
1yb35WfP1wdOnSfSGDxWUY,electronic,Roman,Housse de Racket,0.756,0.765
71c5Jb38fgukgKSCGL6zpt,electronic,I Fink U Freeky,Die Antwoord,0.48,0.753
3zIrSBnOU4SvUrQyIbsd2Q,electronic,Cochon Ville,Sébastien Tellier,0.752,0.74
7dP4Rx8rkk9gwVubpEmQcY,electronic,Feeling's Gone,Beacon,0.352,0.524
3qVD67mL0JxgU0VQVKR52G,electronic,Prime Time of Your Life / Brainwasher / Rollin' & Scratchin' / Alive,Daft Punk,0.055,0.846
3ZGwnXKbrQQIQXw7sHa9GS,electronic,Heaven,Emeli Sandé,0.247,0.948
7eSLODVLov3eMYl4ioKpbG,electronic,Wolves Running Through the Desert,HOTEL MEXICO,0.42,0.85
4kcBLVepesflQP345wKVeq,electronic,No Good (Start the Dance),The Prodigy,0.175,0.984
3FtYbEfBqAlGO46NUDQSAt,electronic,Electric Feel,MGMT,0.561,0.803
5Muk08hnvAKtf0MDHqIq5j,electronic,Hold On - Sub Focus Remix,Various Artists,0.0393,0.931
6d0B924xI8hHs3Xk7enRjj,electronic,"Nocturne - From ""TRON: Legacy""/Score",Daft Punk,0.0335,0.0362
2W29TNaSCiolWbPfQNgNOW,electronic,Genesis,Justice,0.289,0.788
3ZUMC5OazTA8QtLpdlPdz9,electronic,Sleepyhead,Passion Pit,0.764,0.971
1V5fDfK67rnXN1BDhSvSrG,electronic,Snow Drift Love,Becoming Real,0.175,0.936
5JbwHXbCfly9p1iWAJIO9F,electronic,The Golden Boy,Parov Stelar,0.425,0.584
2tW2Kn1IGFFVfRVnQE2UaQ,electronic,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,Ivan Gough,0.376,0.831
1qZMPmpD1jDcOA7gZ6TCde,electronic,One (Your Name) - Radio Edit,Swedish House Mafia,0.636,0.673
7fnOcWDuQM3V7BkwTPrnIi,electronic,Can't Shake This Feeling,Grum,0.715,0.798
262RJtiqytpugV1UvDicN9,emo,Hang 'Em High,My Chemical Romance,0.262,0.946
38DYfOsG1QROMnoHd9JPUc,emo,False Pretense,The Red Jumpsuit Apparatus,0.783,0.93
4oxHTcJaYcFYpYNRFD3tyc,emo,Greener with the Scenery,The Used,0.281,0.88
0mmaX70fKuhgg0hDrfsS29,emo,A Beautiful Lie,Thirty Seconds To Mars,0.344,0.929
45hOVoUyaw7BfwqQMKQNCU,emo,Jesus Christ,Brand New,0.247,0.726
1RtnIF8uRwTLxmcR87V6Wo,emo,Just Like You,Three Days Grace,0.565,0.737
0l2p5mDOP3czJ2FpD6zWie,emo,Just One Yesterday,Fall Out Boy,0.587,0.907
1U9XlDCH9baK7xwcDoXFga,emo,Grace Kelly with wings,Piebald,0.297,0.895
2wiRaJG78MwRqBWnDSoO4H,emo,"Congratulations, I Hate You",Alesana,0.186,0.919
63IIUzd6eJBfCGIcF8MFnJ,emo,Way Away,Yellowcard,0.364,0.959
7AXqlgTPnuf4P2Vx57Pqdh,emo,Five Minutes to Midnight,Boys Like Girls,0.621,0.901
3tObuNgkiUfy14HFfP2GRr,emo,Shit Twins,Dads,0.259,0.582
1VA05nvzaZJAUr8jDigJCL,emo,Newport Living,Cute Is What We Aim For,0.482,0.67
4UuHWIkAWnN176A2rx7YFB,emo,1985,Bowling For Soup,0.853,0.878
57BrRMwf9LrcmuOsyGilwr,emo,Crawling,Linkin Park,0.299,0.702
7cADRJ05LekX8qqSkJkNRH,emo,"One Year, Six Months",Yellowcard,0.628,0.59
2uuTo18bRgXj3RvlbZKMvU,emo,The Adventure,Angels & Airwaves,0.189,0.878
2FuQLTOwoqI40sGcmBOCeS,emo,It's Been A Summer,New Found Glory,0.759,0.945
43CG5O08Tj6ODmSWQ9pfvF,emo,War All The Time,Thursday,0.0902,0.756
0304W5CLkIPtsw5UzK6Enr,emo,You Know I Should Be Leaving Soon,American Football,0.331,0.775
7qTq5Oo8GJOQmL1XUYOSe5,emo,Chinatown,Jets To Brazil,0.239,0.415
7fx2rt43UfclOOulPwBYk2,emo,Let the Flames Begin,Paramore,0.334,0.92
3iitOoZUtWEgwZOEYFITFo,emo,Planetary (GO!),My Chemical Romance,0.723,0.954
1W7qU24wO2iFZTd9TRglr9,emo,Beautiful Remains,Black Veil Brides,0.268,0.986
6hqt1z34Oz0OZtSfy62OFD,emo,The Hell Song,Sum 41,0.658,0.935
2Oehrcv4Kov0SuIgWyQY9e,emo,Demons,Imagine Dragons,0.416,0.71
6jIArrHr4Y3m9tcifIfDhb,emo,The First Punch,Pierce The Veil,0.17,0.978
2OOM9QIzL3xwS0ODsjxUV4,emo,You Know How I Do,Taking Back Sunday,0.308,0.853
0f68jFgJkvcBpj8kobLBmW,emo,Mass Pike,The Get Up Kids,0.813,0.905
4geHi4niVBx4lQ4Nku1Q3t,emo,Afterlife,Avenged Sevenfold,0.391,0.95
2UODQhPzz51lssoMPOlfy5,folk,Don't Carry It All,The Decemberists,0.627,0.836
4BBinS6ZWPxXRTbXqgLJiu,folk,Despite What You've Been Told,Two Gallants,0.622,0.821
37LoKuV4PWzrtFicRNldtw,folk,In the Yard,Bowerbirds,0.239,0.496
2Vw4bLczjnK1EYayXJgRUu,folk,Little River,The Tallest Man On Earth,0.355,0.283
7dGgCgyGJW0KUcRnxpq1Z8,folk,Northern Sky,Nick Drake,0.466,0.261
2QHpEv381Xb177J3dpNRF5,folk,Hold On,Tom Waits,0.657,0.242
5Y4KPoGudwsnrNWtWXrcSi,folk,Down to the River,Brown Bird,0.809,0.624
5DR0rzOMao8PN8TqJuYw08,folk,While You Were Sleeping,Elvis Perkins,0.232,0.553
5MjS49btXnlMRqPC9Fg2Aj,folk,Paul Newman Vs. The Demons,The Avett Brothers,0.366,0.898
5ms2lTvLAevPKSrUK09sh4,folk,Elegy,Hey Marseilles,0.212,0.323
2XQ6xhvd1q5JQyY21F198g,folk,Girl in the War,Josh Ritter,0.309,0.625
42DQ9iFZPGGeScjCDM6vyK,folk,Wishing Well,Cheyenne Marie Mize,0.857,0.612
74QIqluMDGuaAqlHirsflW,folk,Hard Believer,First Aid Kit,0.113,0.406
6WzAjOZfTwFBtyX7apVMUN,folk,Chicago,Sufjan Stevens,0.447,0.463
6A6qFP92r7f9s2WLMoyZeJ,folk,Twilight Tavern,Ensiferum,0.185,0.993
5Szn0p3DlnawyuhX8ULCg4,folk,Orange Sky,Alexi Murdoch,0.125,0.15
5frAZu6tdWC8tR9kbUJjij,folk,Made By Maid,Laura Marling,0.325,0.0807
0Kl6MoQqbE2brrpdWcXrNe,folk,Where Have All the Flowers Gone? - Live,Pete Seeger,0.214,0.104
54KFQB6N4pn926IUUYZGzK,folk,To Build A Home,The Cinematic Orchestra,0.0735,0.122
79jxIFiRzVvJVPYiaqBTqK,folk,From This Valley,The Civil Wars,0.459,0.451
0iPVr4cXc1suTX0ep6Gn2Y,folk,Flame On My Head,Blaudzun,0.229,0.511
0xo0UyqbwngZXPsCdPpjei,folk,Surfer King,A.A. Bondy,0.355,0.325
4I1BlAeZK4UBSCKoaz8vQS,folk,If I Had a Boat,James Vincent McMorrow,0.179,0.295
36FofngFOQTDHsx7Iwgr2X,folk,In Our Talons,Bowerbirds,0.374,0.506
2mVthwgmeNFIcxkTZIzvyD,folk,All Wash Out,Edward Sharpe & The Magnetic Zeros,0.333,0.28
3dFTDi3SuClWESHZrtvauW,folk,Matty Groves,Fairport Convention,0.746,0.529
6cJvnFrzmsAhkfaXTGS5HJ,folk,Into Giants,Patrick Watson,0.31,0.49
6jPZRapW23pHe0lbLTXVFy,folk,Pictures of Stone,Milk Maid,0.14,0.462
3XjsdEun6XcO2Gs4lJCueH,folk,The Stranger,Lord Huron,0.225,0.595
0th6dCdCp3F4aScOaCD6p5,forro,Perdido de Amor - Ao Vivo,Banda Magníficos,0.845,0.852
5u8vhCaxI2B5coBtRJtBrp,forro,Versos Sinceros,Baião D4 / Rastapé,0.806,0.617
7qNENU9W2LHgoe3szAryaI,forro,Tá Nevosinha - Live,Cavaleiros do Forró,0.941,0.913
2VScf2SLhjEO4XAQquPXJB,forro,Não Desliga o Telefone,Various Artists,0.794,0.908
77PGp8bPwQZ9Zd9OYGNm5W,forro,Coração Virado,Baião D4 / Rastapé,0.962,0.8
1223HeVt1vt6l7pvIr7WIA,forro,Falamansa Song,Falamansa,0.851,0.578
3oFi823YwnvOlHNalaE94o,forro,Chegou A Hora Da Fogueira / Pula A Fogueira - Medley,Forroçacana,0.965,0.604
3WOGIjXnnX1iqBHD9hTXaf,forro,Me Dá Meu Coração,Trio Nordestino,0.805,0.668
6LvuRWVuOMAhTPqxHsdV4Y,forro,A História do Peixe Tuninha,Pé de Mulambo,0.879,0.717
6mXXitmVWPfxUB7Y6kf1hE,forro,Diabo Louro - Live,Alceu Valença,0.601,0.914
0SVVyjfih1VI7MjYAet93D,forro,Balada,Leo Estakazero,0.856,0.879
5J1XX7NmScHmNRdH5KNdgM,forro,Asas,Falamansa,0.894,0.571
6mLbwSfv5vvNte2TbngUkq,forro,Uma Noite de Prazer,Banda Magníficos,0.93,0.697
0H8o0qRBuInTu07VS18NTI,forro,Lilith,Menina do Céu,0.715,0.636
4HmnZinloLPBLLaReQhROO,forro,Fede Mas É Gostoso,Various Artists,0.959,0.792
4t8aAmu1izliYElYEv8SOx,forro,Neblina da Paixão,Baião D4 / Rastapé,0.781,0.449
6WYKcmVxLW4qHGdRUMjgSe,forro,Colo de Menina,Baião D4 / Rastapé,0.709,0.458
3Sg8aqH8nGwbD7OompKqlZ,forro,Agora Estou Sofrendo,Calcinha Preta,0.238,0.472
5eMJ2Vzm1HyvaASOAqH3id,forro,Fumacê,Baião D4 / Rastapé,0.711,0.679
0ZoRzETRm0XGhiVL5MZbZB,forro,Menino Angola,Menina do Céu,0.924,0.779
3IRjllzv4uPHDM3bDzEcoD,forro,Eu Era Feio - Live,Cavaleiros do Forró,0.775,0.868
3nFyKq6nPShsYrGDQUdLul,forro,Estrada De Caninde,Forro In The Dark,0.613,0.358
7xzyVBp1Hc4IzHCHoEQbGa,forro,Andar Com Fé,Menina do Céu,0.9,0.821
6Koxj1m1dzphdadCQkj1jw,forro,Forró Do Quem Quer,Dominguinhos,0.972,0.856
55R1N6GFULJWjFkABbmcIJ,forro,Fulô da Maravilha,Baião D4 / Rastapé,0.66,0.898
1c6FJa9HCIn9YruMdh07I1,forro,Gostosão,Various Artists,0.645,0.923
4SVvAqf7O5zKebWjYTNHK0,forro,FM Rebeldia - Live,Alceu Valença,0.519,0.803
02ejO1eXYXnOtGT9HUkSjD,forro,A Festa Começou,Leo Estakazero,0.882,0.879
0DzlrvOgqxgwBO0kjNZtVZ,forro,Bota Severina Pra Moer,Dominguinhos,0.968,0.945
70s6otGYfMxMQXXtd9EXoG,forro,Não Tenha Medo,Trio Virgulino,0.884,0.626
18m3o2kmvnYJn2cCOZ4LD9,french,On se connaît,Youssoupha,0.699,0.805
5VrlqKTFhIzuUvRQTvlSD5,french,Eblouie par la nuit,Zaz,0.652,0.476
6YH7pfQd9ZEGuujt5TP3lO,french,C'est la Vie,Coralie Clement,0.731,0.634
6N6uTt8e1vLLgIZK5FgSYh,french,Le paradis blanc - Remasterisé en 2002,Michel Berger,0.555,0.505
1sScWpEFQBSsnwRnyFtycm,french,La valse d'Amélie - Version piano,Yann Tiersen,0.179,0.179
3IM7zXywZ6sRTtkRjRLxJ8,french,La terre est ronde,Orelsan,0.633,0.675
3jfr0TF6DQcOLat8gGn7E2,french,Do I Wanna Know?,Arctic Monkeys,0.405,0.532
79dWaFoHkhoPZ4dd5g68zB,french,L'hymne de nos campagnes - Live,Tryo,0.779,0.525
6lanWfRq2R0gxKRPI3CDRb,french,Message personnel - Remasterisé en 2013,Françoise Hardy,0.177,0.412
2NSRCbvV9CaRUN8zJauMOl,french,Capri c'est fini,Hervé Vilard,0.804,0.487
2EifYrFVMyUrNCOz1esOVx,french,Tombé sous le charme,Christophe Maé,0.841,0.748
3pWBtajUyESxMhyxWD78zR,french,J'ai dix ans,Alain Souchon,0.672,0.276
4HY0r40I8XhNXYTu94OWdq,french,Gamine,Zaz,0.871,0.89
00aDaQoYvFRzM2tqrFsKmi,french,"Parle, Hugo parle",Michael Jones,0.178,0.411
3GiUIlW3jVCzuqeWkyZsik,french,Lola rastaquouère,Serge Gainsbourg,0.83,0.446
1EDQN7WMV9En0OhQuLBO6P,french,Double je - Remix,Christophe Willem,0.74,0.563
6BAtHDZFdM7UkpGZsyBvQI,french,Saint-Laurent,Cœur De Pirate,0.228,0.507
7LJkdQSPn6sPs5EQQz95sK,french,T'attends quoi,Zaz,0.791,0.625
33u6xGdFJipeUkBFHmBrUd,french,Et je t'aime encore,Céline Dion,0.325,0.369
3bidbhpOYeV4knp8AIu8Xn,french,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.847,0.922
1jqRhit50JNcJ8Rs30mJvt,french,Nathalie,Gilbert Bécaud,0.685,0.509
35Yduz7uQtOnM24RUdZHgX,french,Valse de Melody,Serge Gainsbourg,0.147,0.147
7ktKurjhLFOjk30X3yT7ml,french,Fais-moi une place,Julien Clerc,0.342,0.455
508AvcfQL1jBYNdSrA1GVn,french,La valse d'Amélie - Version originale,Yann Tiersen,0.855,0.564
3KK8E89uc9rl2EEhbFiELq,french,L'apologie,Matmatah,0.815,0.944
3ZkYdmRf0nIPkEP74oWJUm,french,La nuit d'octobre,Serge Gainsbourg,0.777,0.57
6LxFuAjKARWoTxnvKGzPQF,french,Mme Pavoshko,Black M,0.777,0.881
107wmfU6TI3fn9WjvQxHOq,french,Madame rêve,Alain Bashung,0.192,0.185
7BaCmGzaj4tzJkPT2JhkxO,funk,Workin' Day And Night,Michael Jackson,0.849,0.963
65QiQd4yytULgtiBL7b6ai,funk,Fire,Ohio Players,0.82,0.807
3oJL3rNbTyRmHaU2Yr4TpP,funk,Too Hot To Stop (Part 1),The Bar-Kays,0.587,0.848
0nyrltZrQGAJMBZc1bYvuQ,funk,Get Up Offa That Thing,James Brown,0.8,0.664
4uDPo1KjluMUZ6F15zp4n9,funk,Dance Wit Me,Rufus & Chaka Khan,0.91,0.736
3pInAc8KCHwv0kEEiamZtu,funk,Working Woman,Gizelle Smith,0.875,0.947
1MOl6vGP299N8vd4zaHMTE,funk,"Outstanding - Original 12"" Mix",The Gap Band,0.849,0.504
26FOglnpqOEWUyspcbNYq6,funk,Got to Be Real - Single Version,Cheryl Lynn,0.886,0.599
3hPjqX0kd294vzmyKvJn6u,funk,I Couldn't Love You More,Incognito,0.619,0.688
3s5dXFe9vDNVhLg332B0Yy,funk,Staying Alive,Electro Deluxe,0.659,0.773
7b8s4Z0abQQ4x4jpct4GjR,funk,Cissy Strut,The Meters,0.709,0.799
17Y2K7uNxMkaTDBtf1Tcv3,funk,Let A Woman Be A Woman - Let A Man Be A Man,Dyke & The Blazers,0.873,0.565
2fmMPJb5EzZCx8BcNJvVk4,funk,Low Rider,War,0.99,0.647
6SLHenZf92A605uJP5dURV,funk,Pick Up On Your Line,Jurassik Funk,0.8,0.687
7cnWNeQIQutKJmL3MZSfr6,funk,Do It Like You Do,Lettuce,0.835,0.525
0tIUC7pNotlR2fxrpNcEMb,funk,Diggin' On James Brown,Tower Of Power,0.886,0.641
01gDLZsi0j5fWC28FLPNO8,funk,Move on Up - Extended Version,Curtis Mayfield,0.876,0.975
11SrXDwSAftI8pioXBKtGN,funk,Freedom,Soulive,0.859,0.871
6jMpvxSOhGirrDniVBqEjH,funk,Reach Out,George Duke,0.917,0.64
74iQ3gahRTOGc19bYadBE3,funk,Thank You (Falettinme Be Mice Elf Agin) - Single Version,Sly & The Family Stone,0.897,0.709
3gLBGaGPWKHi9utz69uHCc,funk,Cook It,Cookin' On 3 Burners,0.885,0.91
2INsiycUgobLSy4ksO4MzK,funk,Paint The Toon (feat. Connie Lush),6ix Toys,0.902,0.967
66TSoVnJ1P9Tyok03zUlTr,funk,What Is Hip?,Tower Of Power,0.597,0.733
6emEzY0U6EGCkbQJZvoAvn,funk,Got To Be Enough,Con Funk Shun,0.977,0.718
3Ho35OJixLg20qshXRgfBs,funk,More Bounce to the Ounce,Zapp,0.839,0.762
06ObEGGlc8iwNI3vmtRm1s,funk,Standing On The Verge Of Getting It On,Funkadelic,0.757,0.777
1TB0dZqFRQsnf4fLLLRKQV,funk,Just Kissed My Baby,The Meters,0.961,0.615
4XsH9zBWPOCdXoH9ZDdS8r,funk,Superfly,Curtis Mayfield,0.748,0.708
71tafQXxEtS3T5WsFlhoq2,funk,Rock Me Again & Again & Again & Again & Again & Again - Single Version,Lyn Collins,0.954,0.586
0mLAgHQP1BOkoHhDu622BQ,funk,Get Down On It,Kool & The Gang,0.966,0.646
0pDMnocBxXOPjBiTfYr8bl,garage,There But for the Grace of God Go I,The Gories,0.663,0.557
6JhVeeiFVbHFZbg3R8QKRI,garage,Carrion Crawler,Thee Oh Sees,0.174,0.81
4CWwK18PUFVptFwBQiACI9,garage,Requiem For A Dying Song,Flogging Molly,0.942,0.966
1g3jvyMIthtVbjy3C7YHot,garage,We Should Get Together (feat. Nadia),Artful Dodger,0.912,0.549
18pjmrsNAS2DezQN73Awn8,garage,"Girl, You Have No Faith In Medicine",The White Stripes,0.271,0.98
6MW8aQyILwnaTMAcful96e,garage,Lupine Dominus,Thee Oh Sees,0.0365,0.841
6mFvG1bBEFxn1otkjnV1OB,garage,Sincere - Wookie Remix,MJ Cole,0.344,0.611
4dGJf1SER1T6ooX46vwzRB,garage,Chicken Fried,Zac Brown Band,0.807,0.713
6SCkfhvPQUxEJM2I30M6yr,garage,Rag and Bone,The White Stripes,0.471,0.755
7KMrLon5RiiasKX5tbp4P7,garage,Ordinary Things,Rupert Taylor,0.277,0.875
5rb9QrpfcKFHM1EUbSIurX,garage,Yeah! (feat. Lil Jon & Ludacris),Usher,0.583,0.791
4ptcEKDYHrN9ehgWEoYLYM,garage,Rock And Roll Babe,Various Artists,0.475,0.959
3okPiJwW5nCLpug12sCL4p,garage,All Day and All of the Night,The Kinks,0.71,0.915
63FmCXIc4lmEq9fNqGkQ57,garage,Archangel,Burial,0.521,0.849
0FpsmxqaTIhumiQaqlrA4Z,garage,Have Love Will Travel,The Black Keys,0.548,0.922
64U5bZRudaaTYc4WaswtE7,garage,Reverse Shark Attack,Ty Segall,0.144,0.705
24psLlOv7yRgaXtIlE5XlZ,garage,You're Gonna Miss Me - Original,13th Floor Elevators,0.863,0.692
3FREWTEY2uFxOorJZMmZPX,garage,The Memory Remains,Metallica,0.6,0.904
0TJI35mYbZy1WlCtoUbspr,garage,Over Now - Original Version,More Fire Crew,0.744,0.857
3dFwpxh2yH7C7p9BGEKLVB,garage,Goodies (feat. Petey Pablo),Ciara,0.872,0.647
1bJbhVv617ihj4WoMxtTJX,garage,It's a London Thing 2012 - Original Re Edit,Scott Garcia,0.932,0.905
4lJjqJjMIlSkqaclyjwjzD,garage,Never Gonna Let You Go,Ibiza Dance Party,0.96,0.497
42F4K181FFdhkbDAaoxDye,garage,Turn the Page,The Streets,0.527,0.683
30zLWLoeScPWDFVUwQnfww,garage,She's Wicked,Various Artists,0.625,0.917
4APUU8TO1purHH9iHURdeN,garage,Glazin',Jacuzzi Boys,0.579,0.775
4O70TjmIn1yxrlDX6ds8s2,garage,Some Other Guy,Various Artists,0.724,0.95
04xogwJOuihGJT6oUatJ1N,garage,Flood's New Light,Thee Oh Sees,0.778,0.832
5sGcWNWTOpdCz2MkPCKajV,german,KussKussKuss,Fettes Brot,0.784,0.912
1e40K1IUqUjh7yo1hDyjUT,german,Auch wenn es gelogen ist,Tim Bendzko,0.516,0.53
4mS3gcDKG4HWGVytZXTZtZ,german,Ich lebe - Radio Version,Christina Stürmer,0.156,0.777
2ioprMrfEcWyQQyLUrEkqq,german,November,Juli,0.317,0.567
48gsLPdOUEDjr7P8Wvykne,german,Budapest,George Ezra,0.424,0.247
4tlqa6eVIj0HzjlrASAcpu,german,Der letzte Tag,Peter Fox,0.817,0.833
6wwAaPoX7Ce81Rn85Ntm89,german,Rack City,Tyga,0.251,0.33
3sxkX4crPppaH52B9KOYJI,german,Alkohol,Herbert Grönemeyer,0.971,0.794
1Xsxp1SEOxuMzjrFZhtw8u,german,Next To Me,Emeli Sandé,0.391,0.81
4kSHoKX3GYaf7rB7pVC1e2,german,Lass uns gehen - Single Version,Revolverheld,0.465,0.93
47JzA8XwqBSVXPfDFe51sY,german,Wofür,Silbermond,0.38,0.624
6nHTgckNJCnOTwOkO3rr28,german,Monsta,Culcha Candela,0.961,0.782
7oVEtyuv9NBmnytsCIsY5I,german,BURN IT DOWN,Linkin Park,0.585,0.972
0oWwNoiVMMdfuYAffdlzQU,german,Eiszeit,Various Artists,0.699,0.877
5JLv62qFIS1DR3zGEcApRt,german,Wide Awake,Katy Perry,0.575,0.683
3Sr9du4esvykFNi4ypH3YO,german,Und dann kam Essah,Kool Savas,0.573,0.794
7GL4xn6K0LN7tZcS7DSM1F,german,Feuer,Marteria,0.294,0.853
6n5EIELF8EYzBZhhFzpG5Y,german,I sing a Liad für di,Andreas Gabalier,0.948,0.861
68Mdk0k2n8dNrjM3WYEW0d,german,Remmidemmi (Yippie Yippie Yeah),Deichkind,0.308,0.599
1SX19MvK2uNsY1ZRU7zG8T,german,Nie vergessen,Glasperlenspiel,0.657,0.872
4JNwt0Z4aCdKCbHM8AyNQ4,german,Keine Träne,Farid Bang,0.294,0.836
73IjHfMLFJ36oVwhOT6280,german,Du bist ein Wunder - Radio-Version,Wolfgang Petry,0.737,0.925
3CNC6yCslMjUdhRUcQDR4G,german,Abteilungsleiter der Liebe,K.I.Z,0.313,0.647
0gIQb6fbCPllnyeJcSUHqa,german,Pflaster,Ich + Ich,0.397,0.873
7IkS5PNqKO06QFJ0sh2JmX,german,Beinah,Clueso,0.432,0.385
0s8PVYJmTc7T7kWk4HrAMv,german,Bleibt alles anders,Herbert Grönemeyer,0.367,0.87
0H3nuBfnUd4PzHWwV9YXPz,german,Ich hab´ geträumt von Dir - Remastered,Matthias Reim,0.702,0.806
2jjDuEmByihfLdCRFgkD3t,german,Von hier bis unendlich,Helene Fischer,0.658,0.853
6YzYyeMV5MY7wHOGskZdzf,german,Liebes Lied,Beginner,0.626,0.52
1CFlJNhfG6P3zqwxCR5yoP,german,Vive La Danse,Bosse,0.239,0.86
5bN2NejmacjjEGCVAlZ3eF,gospel,Heavenly Father,CeCe Winans,0.952,0.837
4qawsTQMIjiRZvbJB0vp7i,gospel,Just Don't Wanna Know,Marvin Winans,0.219,0.397
7n1587JTlRfg9ePIdf0mUW,gospel,You Are - Live,Kierra Sheard,0.287,0.887
2K4eauC2pM5C9KaQNBHxeU,gospel,Sitting With Me,Mary Mary,0.121,0.754
2CKduBLfyU09gyy06sheXh,gospel,I'm In Love With You,Fred Hammond,0.367,0.745
4E2ee31GFRRnsDBQggiqnC,gospel,Every Praise - (album edit),Hezekiah Walker,0.327,0.746
47fKNopVAj6lnZiGTA9Heg,gospel,Shout Unto God,Marvin Sapp,0.245,0.781
5tg8mN8KqRfwIvkXF0tRr4,gospel,Keep Your Head,Kirk Franklin,0.742,0.713
7DgaoZNekbvwiuuFEgoGyU,gospel,Tomorrow,Various Artists,0.304,0.227
5QnvVn3CFujK70HOLYFiju,gospel,You Are Loved,CeCe Winans,0.351,0.566
1K0kMcuF4hPpzxZbOUOCnN,gospel,Blood Medley (Part 2),Donnie McClurkin,0.452,0.447
2pfPbJ8MSk7eCqiMst4vMC,gospel,Something About the Name Jesus,The Rance Allen Group,0.497,0.688
